0.2492,0.1987,0.030431,2.1796,0.32113,0.16697,0.15729,0.0032684,2.1734,0.39604,1
0.1593,0.13852,0.013609,3.2447,-0.58905,0.17383,0.14652,0.011664,2.3878,0.081627,1
0.21434,0.19123,0.022885,2.1221,-0.53831,0.16071,0.14199,0.0059035,2.3142,0.27906,1
0.17191,0.146,0.013089,2.7288,0.066259,0.15835,0.14811,0.0032706,3.044,-0.051044,1
0.25468,0.20858,0.043893,2.4982,0.15532,0.18316,0.1557,0.013028,2.1552,-0.26278,1
0.22056,0.17389,0.028578,1.9856,0.19514,0.1533,0.14316,0.0066691,7.1464,-1.6313,1
0.21559,0.18136,0.025064,4.296,-0.30749,0.17894,0.16458,0.0079162,4.59,-0.70586,1
0.20764,0.16709,0.024929,2.8392,0.35327,0.15383,0.13617,0.005422,2.9027,-0.027579,1
0.21219,0.18613,0.02721,2.4948,-0.37105,0.15787,0.13617,0.0073046,2.2843,0.00058506,1
0.15644,0.14054,0.0049165,1.8378,-0.19844,0.16223,0.14316,0.0061117,1.7741,-0.39995,1
0.26243,0.22762,0.049018,2.1607,-0.41838,0.18193,0.15657,0.012254,3.0597,-0.33591,1
0.31377,0.25618,0.081075,2.7212,-0.20541,0.1674,0.14055,0.012742,2.3443,0.050054,1
0.28608,0.23815,0.062215,4.4025,-1.1142,0.16264,0.14229,0.0065542,2.5784,0.073509,1
0.46199,0.36023,0.20599,3.8962,-0.70831,0.18899,0.16197,0.014039,2.9938,0.023885,1
0.47001,0.40172,0.21633,1.9231,-0.1339,0.20265,0.16227,0.026594,2.6603,0.33243,1
0.78524,0.67883,0.58849,1.9923,-0.37559,0.29346,0.24972,0.047981,4.0771,-0.24116,1
0.99645,0.7771,0.99886,3.3252,-0.23837,0.39668,0.32975,0.14826,2.7845,-0.45017,1
1.1056,0.95834,1.2659,2.1555,-0.38203,0.35301,0.29056,0.11592,2.7845,0.32883,1
1.1665,0.93727,1.413,2.9272,0.15477,0.32821,0.28195,0.092398,2.1772,-0.19125,1
1.1229,0.90257,1.2674,2.8873,-0.63934,0.34931,0.28407,0.11642,2.6363,-0.21017,1
1.4959,1.1644,2.3299,3.5318,0.43511,0.35188,0.27757,0.11032,3.6549,-0.10423,1
1.2294,1.0131,1.5336,2.6329,-0.42476,0.3391,0.29026,0.10912,2.0888,-0.15653,1
1.2861,0.89849,1.6587,6.1419,-0.94243,0.35851,0.29813,0.093422,2.835,-0.3868,1
1.7177,1.3123,3.0602,2.5392,-0.39863,0.28495,0.22772,0.071896,2.7011,-0.3664,1
1.5624,1.2242,2.4725,2.587,-0.29229,0.3847,0.31154,0.13099,2.3554,0.10593,1
1.3679,0.9784,1.9437,3.9187,-1.0442,0.30595,0.23634,0.079136,2.3373,0.34191,1
1.4322,1.1484,2.081,3.8382,-0.6236,0.33819,0.27715,0.10737,2.614,0.34901,1
1.8583,1.4048,3.5892,3.7913,-0.67719,0.36862,0.31883,0.11741,2.1177,-0.4257,1
0.99959,0.78153,1.0128,4.2806,-1.2245,0.47766,0.38734,0.2193,2.683,-0.2532,1
1.0974,0.93421,1.2504,1.9227,-0.017248,0.40779,0.33327,0.15037,1.8842,0.11346,1
1.0676,0.82745,1.1823,2.541,0.095934,0.37508,0.31052,0.11478,4.0827,-1.0156,1
1.298,1.0005,1.6862,4.8837,-1.4083,0.43018,0.3423,0.181,4.2046,-0.71457,1
0.81821,0.62988,0.67172,3.6821,-0.52752,0.33501,0.26752,0.095909,3.7878,0.10557,1
0.65012,0.50611,0.42744,3.4708,-0.022377,0.41527,0.3197,0.13532,3.3687,0.37614,1
1.1947,0.87979,1.4833,4.3092,-0.8506,0.34688,0.26404,0.12073,2.6701,0.070392,1
1.1514,0.82095,1.3486,4.1761,-0.664,0.33111,0.26154,0.089427,3.4483,-0.17837,1
0.8524,0.62682,0.72144,4.9476,-0.74234,0.36565,0.28021,0.12004,2.9259,0.14476,1
1.1181,0.83186,1.3022,5.5119,-1.2551,0.3285,0.25644,0.09347,3.2936,-0.39438,1
1.1605,0.93148,1.3395,3.0886,-0.47999,0.49676,0.37393,0.23483,4.6481,-1.0038,1
0.99492,0.80193,1.0071,2.5392,-0.021351,0.41324,0.31868,0.14071,3.0513,-0.18237,1
1.0986,0.81452,1.1955,3.5142,-0.2545,0.30325,0.24057,0.085343,2.9203,0.088661,1
0.75937,0.6258,0.60063,1.8813,-0.037605,0.41967,0.32102,0.15529,2.5731,0.0068667,1
0.79663,0.60404,0.64419,4.664,-0.94062,0.33882,0.27481,0.093135,2.1076,0.11629,1
1.6562,1.247,2.8065,4.1984,-1.158,0.32906,0.2716,0.083213,2.1702,0.10566,1
1.4771,1.1147,2.2728,3.6762,-1.0751,0.29831,0.25935,0.073469,2.419,-0.58726,1
1.3276,0.93283,1.7918,4.328,0.33265,0.35532,0.26332,0.11738,2.8628,0.60979,1
1.2037,0.93181,1.4776,3.8597,-0.76412,0.37676,0.32465,0.10656,2.3024,-0.48204,1
0.93611,0.65333,0.89224,6.0387,-0.014821,0.30035,0.24522,0.076433,2.819,-0.31962,1
0.86727,0.75093,0.75547,2.4538,-0.45773,0.37255,0.29521,0.12266,2.3902,0.081224,1
0.65992,0.53908,0.42597,2.9601,-0.49324,0.36711,0.30644,0.11008,2.1274,-0.12031,1
0.5495,0.46837,0.2889,2.1473,-0.11472,0.21285,0.17875,0.035877,2.7665,-0.50677,1
0.71742,0.57105,0.52331,3.7471,-0.70808,0.27847,0.22247,0.057925,3.782,0.34558,1
0.84749,0.72917,0.74273,2.1086,-0.46948,0.29457,0.24186,0.07087,2.7226,-0.16309,1
0.88371,0.7404,0.78074,2.2259,-0.26802,0.27799,0.22262,0.061269,2.4274,0.23466,1
0.69127,0.52345,0.48116,2.84,0.16914,0.33255,0.25308,0.08703,2.9979,0.61833,1
0.60084,0.45272,0.35009,4.3272,-0.56486,0.21927,0.18166,0.034684,3.0064,-0.34569,1
0.76506,0.5816,0.58028,6.269,-1.3566,0.30813,0.24987,0.054583,3.0357,0.38972,1
0.67261,0.53637,0.4258,2.8842,0.39343,0.29727,0.24129,0.073399,2.4951,0.11031,1
0.63671,0.51801,0.41486,2.7618,-0.29317,0.24973,0.21824,0.034662,2.3702,-0.46821,1
0.66324,0.5391,0.43968,3.0243,-0.39288,0.30436,0.23532,0.084504,2.9155,0.05425,1
0.72406,0.63125,0.53029,1.7411,0.030179,0.32269,0.25803,0.08202,2.8265,-0.22731,1
0.65004,0.53094,0.42733,2.8373,-0.46806,0.25855,0.20906,0.037492,3.2852,0.20503,1
0.53176,0.43334,0.26547,2.4082,-0.0023978,0.28452,0.23283,0.067337,2.5735,0.097901,1
0.54374,0.42961,0.29585,3.5204,-0.55077,0.26029,0.22874,0.042407,2.018,-0.34629,1
0.41682,0.34154,0.16215,3.0102,-0.38612,0.24584,0.19639,0.045419,2.8813,-0.36634,1
0.85473,0.65435,0.74865,3.4298,-0.56956,0.27769,0.21797,0.069005,3.2493,0.43943,1
0.62139,0.48808,0.37658,3.0654,-0.3351,0.29861,0.23589,0.069077,3.3033,-0.12456,1
0.54887,0.48129,0.29412,2.1507,-0.47417,0.27633,0.21533,0.051026,2.6323,0.40546,1
0.79237,0.58874,0.6496,5.1048,-1.3033,0.28658,0.22757,0.05113,3.0789,-0.081975,1
1.0627,0.83763,1.1043,3.8244,-0.65954,0.31979,0.26256,0.089264,3.0327,-0.35108,1
0.87535,0.58533,0.77352,7.4302,-1.6182,0.2976,0.22802,0.065808,2.9215,0.42688,1
0.72905,0.58943,0.55343,2.865,-0.47874,0.309,0.24858,0.081088,2.4182,-0.069446,1
0.84708,0.65743,0.71044,3.0962,-0.4086,0.3342,0.25308,0.079168,2.9138,0.58603,1
0.61036,0.52582,0.35496,2.268,-0.57627,0.27969,0.21068,0.066598,3.3032,0.71204,1
0.59363,0.49149,0.34373,2.4754,-0.4213,0.28771,0.23457,0.065828,5.1025,-1.1364,1
